,Character,Radical,CharFreq,Radicals,TokenIDs,Length,First,Token_family,Radical_family,List_both,Both_len,List_radical,Radical_len,List_token,Token_len,List_neither,Pair_both,Pair_token,Pair_radical,Pair_neither
294,蟋,虫,0.295054826781194,"('虫',)","[164, 253, 233]",3,164,279,97,"['螺', '蛰', '蟠', '蚀', '蜈', '蠢', '蜂', '蚕', '蝎', '蜥', '蚍', '融', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '蜷', '蛋', '蛤', '蝰', '蟒', '蝉', '蛛', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蝼', '蜗', '蝾', '蠕', '蟑', '蚱', '蛇', '蝇', '蚌', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蠖', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蟆', '蟥', '蝠', '蛭', '蜃']",91,"['虱', '虹', '虾', '虫', '虽']",5,"['蹿', '脑', '褶', '蒜', '葱', '脱', '踹', '莴', '莽', '腱', '蔡', '膝', '莹', '薪', '藤', '腹', '薏', '蔚', '腾', '襁', '腓', '褒', '获', '脆', '蹦', '蹊', '脾', '腋', '脚', '脸', '蹩', '蔑', '藩', '脊', '蕴', '踌', '蓄', '踪', '胁', '踏', '薄', '褐', '蓬', '葬', '腔', '脖', '莲', '腰', '莫', '蔷', '蒙', '腿', '藜', '腮', '蓓', '蒸', '蔗', '莎', '董', '蔓', '葫', '腐', '蓉', '藕', '蹉', '莞', '蓝', '蔵', '著', '踟', '踝', '藐', '腥', '脐', '褥', '蹄', '踩', '腻', '莅', '蕃', '褪', '膏', '蹟', '躁', '薛', '蹬', '蕾', '襟', '褂', '脉', '蓖', '蒋', '蹈', '膀', '襄', '脂', '脓', '蔽', '莓', '葵', '蹋', '藿', '蓑', '腭', '脏', '踯', '蘑', '蓦', '薯', '蒂', '膨', '膛', '蒲', '跻', '腕', '蘸', '腊', '踢', '葡', '蕉', '褡', '膜', '膳', '蔬', '蹒', '腌', '蹭', '踉', '膊', '莱', '薰', '蹙', '蹲', '葛', '藉', '莺', '蕊', '腼', '蓟', '踊', '藻', '薇', '脯', '膈', '膘', '莨', '褴', '踱', '蹂', '蔫', '腚', '薮', '蹑', '脍', '腺', '褓', '胝', '躇', '脔', '莉', '蹰', '蔼', '蔻', '蓿', '踞', '葺', '躅', '腴', '踵', '葩', '蹼', '腆', '蒡', '褛', '腑', '膺', '葚', '躏', '葆', '藓', '蹶', '蹴', '蕨']",183,"['阿', '潭', '樽', '尾', '搐', '娴', '穴', '矍', '悼', '殿', '濑', '隋', '阻', '扎', '妥', '梦', '缪', '阙', '舆', '辖', '糯', '濡', '痔', '擒', '痂', '雕', '邱', '屠', '阈', '潇', '熄', '肮', '疳', '寰', '阁', '嘎', '嘻', '懵', '屁', '痿', '邂', '热', '肉', '儆', '随', '橱', '痹', '椒', '椅', '垛', '瞿', '威', '砥', '肌', '奎', '搂', '咚', '肺', '屌', '肢', '缎', '瘫', '犟', '憧', '圾', '娟', '嗯', '噙', '尼', '航', '榎', '饿', '饕', '磐', '饽', '朴', '垫', '瘟', '屎', '概', '嗷', '橄', '峰']",蛾,蘸,虱,舆
295,雪,雨,6.080458457578762,"('雨',)","[25132, 103]",2,25132,14,24,"['雨', '零', '雾', '雹', '雳']",5,"['霸', '露', '霉', '震', '霎', '霓', '霰', '霾', '霜', '霞', '霹', '霍', '霄', '霭', '霆', '霖']",16,"['雍', '雄', '雕', '雏', '雌', '雇', '雀', '雁']",8,"['嘤', '蘸', '婶', '崎', '蚂', '隙', '骄', '梓', '痉', '榜', '痩', '糜', '橇', '慢', '嫡', '疮', '穿', '舟', '腆', '赝', '傲', '婊', '噗', '蛇', '赏', '趣', '趴', '趔', '矍', '瞄', '藕', '蜇', '玷', '蜮', '簧', '蜚', '褂', '阐', '褶', '葵', '炷', '难', '阈', '边', '蛛', '妖', '脚', '蜥', '屏', '扎', '械', '究', '蛤', '舰', '蹲', '臼', '艘', '砚', '肿', '糙', '璀', '蟆', '阀', '葡', '犀', '阎', '悸', '炽', '懂', '蚁', '阱', '蔷', '奄', '潦', '腑', '婿', '痱', '瞌', '婢', '痪', '煽', '赚', '梨', '腼', '儒', '垃', '熹', '妲', '蜓', '痿', '煲', '搜', '蟥', '疯', '鄙', '奂', '尾', '煤', '肌']",雾,雕,霜,肌
296,饶,饣,2.5141094015960954,"('飠', '饣', '食')","[165, 98, 114]",3,165,209,32,"['饱', '饮', '饥', '饭', '饯', '饼', '饵', '饲', '饿', '饴', '饰', '饺', '饽', '饪', '饷', '饨']",16,"['馊', '馈', '馒', '馆', '馁', '馏', '馄', '馋', '馍', '馅']",10,"['骄', '骚', '鞍', '鞭', '鄙', '骆', '骗', '鞋', '邬', '骂', '鞑', '骁', '骥', '骐', '邹', '骑', '郝', '鞠', '骡', '骏', '骤', '鄂', '骝', '骋', '鞘', '骜', '骛']",27,"['瑚', '痂', '尺', '蜜', '瘤', '植', '潮', '赛', '妾', '榷', '催', '砹', '殿', '臾', '咻', '葬', '蚁', '懂', '蟠', '薏', '葱', '垒', '肥', '隙', '痛', '煨', '脖', '娓', '膘', '咱', '嬴', '蝗', '蚜', '嘹', '著', '烩', '潭', '婪', '痒', '辗', '阵', '膏', '懦', '肮', '咆', '襟', '磺', '躅', '阻', '蜒', '峨', '瘫', '穴', '褴', '跻', '藻', '概', '殄', '蝾', '搞', '璜', '赘', '扰', '腭', '那', '媛', '薪', '榉', '搁', '蹿', '砒', '脯', '股', '薛', '瀛', '嗯', '脚', '嘭', '寸', '肽', '炸', '肤', '嫂', '嗙', '圆', '腥', '薯', '悟', '才', '噻', '娟', '歃', '雹', '踵', '儆']",饭,鞋,馆,痛
297,蔑,艹,1.5190535806955245,"('艹',)","[164, 242, 239]",3,164,279,191,"['蒜', '葱', '莴', '莽', '蔡', '莹', '薪', '藤', '薏', '蔚', '获', '藩', '蕴', '蓄', '薄', '蓬', '葬', '莲', '莫', '蔷', '蒙', '藜', '蓓', '蒸', '蔗', '莎', '董', '蔓', '葫', '蓉', '藕', '莞', '蓝', '蔵', '著', '藐', '莅', '蕃', '薛', '蕾', '蓖', '蒋', '蔽', '莓', '葵', '藿', '蓑', '蘑', '蓦', '薯', '蒂', '蒲', '蘸', '葡', '蕉', '蔬', '莱', '薰', '葛', '藉', '莺', '蕊', '蓟', '藻', '薇', '莨', '蔫', '薮', '莉', '蔼', '蔻', '蓿', '葺', '葩', '蒡', '葚', '葆', '藓', '蕨']",79,"['艺', '苯', '草', '药', '花', '荣', '芋', '苦', '萦', '菜', '萌', '荒', '营', '苍', '茧', '荧', '落', '茁', '茶', '荫', '茫', '茱', '苗', '范', '苏', '芽', '荷', '若', '茅', '菁', '芯', '菲', '苟', '荻', '苹', '茉', '苛', '茴', '荟', '芳', '荡', '茎', '菇', '荐', '荞', '菠', '萎', '菱', '菩', '艾', '茂', '芝', '芬', '苺', '萃', '萝', '茹', '芥', '茸', '茄', '苜', '芸', '萨', '萧', '苑', '芹', '荔', '茨', '菟', '芒', '荼', '菌', '荨', '荠', '荆', '萍', '苔', '菅', '荤', '萤', '芦', '芭', '菊', '苇', '芙', '茗', '芜', '茵', '菸', '芮', '芫', '茜', '茬', '菏', '萘', '萁', '萸', '苡', '苞', '荚', '苣', '苷', '茏', '萄', '菪', '荽', '茔', '荜']",108,"['蹿', '脑', '褶', '螺', '蛰', '蟠', '脱', '踹', '蚀', '腱', '膝', '腹', '蜈', '蠢', '蜂', '蚕', '腾', '襁', '腓', '褒', '蝎', '脆', '蜥', '蹦', '蚍', '蹊', '脾', '腋', '脚', '脸', '蹩', '蟋', '脊', '融', '踌', '踪', '胁', '踏', '蝮', '蜕', '褐', '腔', '蛊', '脖', '腰', '腿', '蛀', '蟾', '腮', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '腐', '蜷', '蛋', '蹉', '踟', '蛤', '踝', '蝰', '腥', '蟒', '脐', '褥', '蝉', '蹄', '踩', '腻', '蛛', '褪', '蛮', '膏', '蹟', '躁', '蹬', '蜘', '蝶', '襟', '蛟', '褂', '脉', '蛆', '蹈', '膀', '襄', '脂', '蟹', '蝗', '蝴', '脓', '蚜', '蝼', '蜗', '蝾', '蹋', '蠕', '蟑', '蚱', '腭', '蛇', '蝇', '蚌', '脏', '蜚', '踯', '膨', '膛', '跻', '腕', '蛾', '腊', '踢', '蝌', '蜻', '蛹', '蜿', '褡', '蛔', '膜', '膳', '蹒', '腌', '蹭', '踉', '膊', '蜉', '蹙', '蹲', '蚯', '蜀', '螳', '腼', '蝙', '蚤', '踊', '脯', '膈', '膘', '螃', '褴', '踱', '蹂', '蝈', '蚝', '蛐', '蝻', '腚', '蚶', '蹑', '脍', '蛎', '腺', '蚣', '褓', '蜴', '胝', '蟀', '躇', '脔', '蠖', '蜮', '蹰', '蜊', '螈', '螂', '踞', '蜢', '螅', '躅', '腴', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '踵', '蹼', '蚓', '蟆', '蟥', '腆', '蝠', '蛭', '褛', '腑', '膺', '躏', '蹶', '蹴', '蜃']",195,"['榕', '屹', '勋', '鞭', '疥', '寅', '慧', '寞', '届', '熹', '船', '梨', '肿', '烩', '橇', '疽', '阎', '赃', '咋', '峡', '澜', '阙', '赵', '峰', '奕', '缭', '痫', '雾', '傻', '糨', '瞟', '赴', '勉', '炮', '嗒', '肥', '疫', '辆', '樱', '嫉', '肛', '瑶', '邋', '搞', '砺', '嗅', '喉', '烦', '婉', '瞳', '趾', '榔', '嘛', '朱', '婚', '砒', '瘤', '隙', '痴', '肚', '隐', '瘠', '赖', '嗦', '慢', '瘁', '儒', '妇', '朗', '朽', '攫', '痊', '峦', '梭', '嗽', '白', '婊', '崖', '饲', '咬']",葩,蝇,萎,邋
298,嗒,口,2.3104540513727407,"('囗', '口')","[161, 245, 240]",3,161,218,321,"['咆', '嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '噘', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '喉', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",100,"['喏', '唁', '囔', '古', '哪', '吐', '唇', '叮', '吝', '哆', '另', '吞', '吧', '喷', '呕', '哀', '哄', '哗', '啸', '呆', '吸', '吾', '哨', '吃', '吵', '呃', '呢', '啥', '喜', '呈', '味', '唱', '唯', '哼', '各', '史', '叫', '吟', '叨', '喂', '召', '呜', '吹', '呓', '呼', '响', '呦', '吕', '善', '啊', '叩', '喧', '呐', '叹', '叭', '吩', '叱', '吭', '喊', '唤', '唾', '喽', '吊', '哩', '呵', '吉', '啃', '喇', '喘', '囍', '呸', '呛', '哏', '吡', '囊', '啄', '唆', '吮', '唉', '哟', '哲', '吨', '唐', '哑', '售', '哞', '啼', '君', '吗', '哎', '吁', '啜', '句', '啦', '呗', '吠', '呀', '唸', '唠', '呎', '喔', '哽', '呱', '啧', '哭', '啤', '哔', '唢', '吻', '吓', '呯', '喃', '唬', '吆', '叶', '唏', '哺', '哇', '哐', '叽', '喝', '哦', '啵', '吱', '吴', '喀', '啪', '哉', '呷', '哥', '喻', '呻', '吏', '哮', '吼', '啮', '喋', '吋', '叼', '喵', '喳', '唧', '唔', '啰', '哒', '唛', '吔', '呔', '呒', '啫', '呲', '啐', '唰', '吽', '唻', '呡', '唵', '呶', '哬', '哧', '啻', '啡', '喱', '啶', '啬', '啷', '哝', '啕', '啭', '唳', '喑']",171,"['垄', '嫌', '娱', '娇', '婚', '娼', '威', '儒', '傻', '嫂', '峡', '崩', '妮', '妳', '妇', '妖', '嵌', '妓', '妻', '垂', '催', '妄', '嫦', '妨', '娴', '峙', '妹', '妾', '峻', '妙', '崎', '嵩', '妥', '嫡', '嫖', '婴', '嬉', '储', '妒', '媚', '媳', '媒', '傧', '崇', '婢', '媲', '娘', '傲', '妞', '垫', '妩', '崽', '妃', '崔', '垢', '娟', '傍', '垒', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '峨', '娃', '崭', '婊', '崛', '垮', '婆', '峰', '嫉', '妍', '垃', '崴', '垦', '妈', '峭', '娥', '妲', '嶙', '傀', '嬴', '婀', '嬗', '娣', '崖', '傅', '嫔', '娓', '媾', '娆', '婿', '峦', '娌', '娠', '垠', '嶂', '妪', '娩', '媛', '垛', '峋', '儡', '娜', '婪', '垩', '儆', '垣']",114,"['属', '潇', '蹑', '奈', '般', '蔽', '扶', '瘟', '趴', '搬', '脚', '阁', '蜕', '慷', '葩', '缰', '熹', '憩', '蝾', '梗', '缆', '蚤', '肥', '邋', '赞', '疮', '尽', '炕', '蔓', '艇', '邓', '褴', '圪', '歇', '缥', '炳', '炎', '踵', '磋', '饕', '莱', '懂', '赵', '蒸', '鞋', '蔗', '磅', '槽', '殉', '瞒', '朵', '携', '赖', '跻', '瀣', '葡', '邀', '蹄', '肽', '尼', '蒋', '炯', '痧', '煊', '蜚', '瘢', '踊', '疗', '瑶', '肉', '隔', '踉', '椅', '扈', '莹', '蚕', '扁', '饲', '蛰', '潍', '褐', '犒']",嘈,婿,叽,慷
299,噩,口,3.179902121205563,"('囗', '口')","[161, 247, 102]",3,161,218,321,"['咆', '嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '噘', '嗒', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '喉', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",100,"['喏', '唁', '囔', '古', '哪', '吐', '唇', '叮', '吝', '哆', '另', '吞', '吧', '喷', '呕', '哀', '哄', '哗', '啸', '呆', '吸', '吾', '哨', '吃', '吵', '呃', '呢', '啥', '喜', '呈', '味', '唱', '唯', '哼', '各', '史', '叫', '吟', '叨', '喂', '召', '呜', '吹', '呓', '呼', '响', '呦', '吕', '善', '啊', '叩', '喧', '呐', '叹', '叭', '吩', '叱', '吭', '喊', '唤', '唾', '喽', '吊', '哩', '呵', '吉', '啃', '喇', '喘', '囍', '呸', '呛', '哏', '吡', '囊', '啄', '唆', '吮', '唉', '哟', '哲', '吨', '唐', '哑', '售', '哞', '啼', '君', '吗', '哎', '吁', '啜', '句', '啦', '呗', '吠', '呀', '唸', '唠', '呎', '喔', '哽', '呱', '啧', '哭', '啤', '哔', '唢', '吻', '吓', '呯', '喃', '唬', '吆', '叶', '唏', '哺', '哇', '哐', '叽', '喝', '哦', '啵', '吱', '吴', '喀', '啪', '哉', '呷', '哥', '喻', '呻', '吏', '哮', '吼', '啮', '喋', '吋', '叼', '喵', '喳', '唧', '唔', '啰', '哒', '唛', '吔', '呔', '呒', '啫', '呲', '啐', '唰', '吽', '唻', '呡', '唵', '呶', '哬', '哧', '啻', '啡', '喱', '啶', '啬', '啷', '哝', '啕', '啭', '唳', '喑']",171,"['垄', '嫌', '娱', '娇', '婚', '娼', '威', '儒', '傻', '嫂', '峡', '崩', '妮', '妳', '妇', '妖', '嵌', '妓', '妻', '垂', '催', '妄', '嫦', '妨', '娴', '峙', '妹', '妾', '峻', '妙', '崎', '嵩', '妥', '嫡', '嫖', '婴', '嬉', '储', '妒', '媚', '媳', '媒', '傧', '崇', '婢', '媲', '娘', '傲', '妞', '垫', '妩', '崽', '妃', '崔', '垢', '娟', '傍', '垒', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '峨', '娃', '崭', '婊', '崛', '垮', '婆', '峰', '嫉', '妍', '垃', '崴', '垦', '妈', '峭', '娥', '妲', '嶙', '傀', '嬴', '婀', '嬗', '娣', '崖', '傅', '嫔', '娓', '媾', '娆', '婿', '峦', '娌', '娠', '垠', '嶂', '妪', '娩', '媛', '垛', '峋', '儡', '娜', '婪', '垩', '儆', '垣']",114,"['疥', '圪', '邦', '赔', '炭', '蓉', '烧', '瑕', '障', '隆', '烟', '褡', '扒', '腰', '痊', '蝗', '奠', '磷', '餮', '悃', '雍', '痹', '蝙', '石', '蔡', '瀣', '糕', '骛', '赁', '阀', '疹', '阐', '饷', '契', '薏', '痫', '炆', '疚', '肏', '蛭', '樟', '濑', '勋', '隅', '薛', '肾', '藐', '澎', '膝', '辋', '射', '痨', '隔', '饵', '脔', '攥', '疙', '砥', '瑜', '蛆', '肘', '朗', '糟', '蠖', '肴', '梅', '疟', '舀', '腱', '船', '屋', '懂', '臆', '藕', '攸', '煦', '癔', '富', '奥', '奇', '阎', '蟾']",咩,傲,吴,朗
300,藩,艹,0.37287304350750494,"('艹',)","[164, 245, 102]",3,164,279,191,"['蒜', '葱', '莴', '莽', '蔡', '莹', '薪', '藤', '薏', '蔚', '获', '蔑', '蕴', '蓄', '薄', '蓬', '葬', '莲', '莫', '蔷', '蒙', '藜', '蓓', '蒸', '蔗', '莎', '董', '蔓', '葫', '蓉', '藕', '莞', '蓝', '蔵', '著', '藐', '莅', '蕃', '薛', '蕾', '蓖', '蒋', '蔽', '莓', '葵', '藿', '蓑', '蘑', '蓦', '薯', '蒂', '蒲', '蘸', '葡', '蕉', '蔬', '莱', '薰', '葛', '藉', '莺', '蕊', '蓟', '藻', '薇', '莨', '蔫', '薮', '莉', '蔼', '蔻', '蓿', '葺', '葩', '蒡', '葚', '葆', '藓', '蕨']",79,"['艺', '苯', '草', '药', '花', '荣', '芋', '苦', '萦', '菜', '萌', '荒', '营', '苍', '茧', '荧', '落', '茁', '茶', '荫', '茫', '茱', '苗', '范', '苏', '芽', '荷', '若', '茅', '菁', '芯', '菲', '苟', '荻', '苹', '茉', '苛', '茴', '荟', '芳', '荡', '茎', '菇', '荐', '荞', '菠', '萎', '菱', '菩', '艾', '茂', '芝', '芬', '苺', '萃', '萝', '茹', '芥', '茸', '茄', '苜', '芸', '萨', '萧', '苑', '芹', '荔', '茨', '菟', '芒', '荼', '菌', '荨', '荠', '荆', '萍', '苔', '菅', '荤', '萤', '芦', '芭', '菊', '苇', '芙', '茗', '芜', '茵', '菸', '芮', '芫', '茜', '茬', '菏', '萘', '萁', '萸', '苡', '苞', '荚', '苣', '苷', '茏', '萄', '菪', '荽', '茔', '荜']",108,"['蹿', '脑', '褶', '螺', '蛰', '蟠', '脱', '踹', '蚀', '腱', '膝', '腹', '蜈', '蠢', '蜂', '蚕', '腾', '襁', '腓', '褒', '蝎', '脆', '蜥', '蹦', '蚍', '蹊', '脾', '腋', '脚', '脸', '蹩', '蟋', '脊', '融', '踌', '踪', '胁', '踏', '蝮', '蜕', '褐', '腔', '蛊', '脖', '腰', '腿', '蛀', '蟾', '腮', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '腐', '蜷', '蛋', '蹉', '踟', '蛤', '踝', '蝰', '腥', '蟒', '脐', '褥', '蝉', '蹄', '踩', '腻', '蛛', '褪', '蛮', '膏', '蹟', '躁', '蹬', '蜘', '蝶', '襟', '蛟', '褂', '脉', '蛆', '蹈', '膀', '襄', '脂', '蟹', '蝗', '蝴', '脓', '蚜', '蝼', '蜗', '蝾', '蹋', '蠕', '蟑', '蚱', '腭', '蛇', '蝇', '蚌', '脏', '蜚', '踯', '膨', '膛', '跻', '腕', '蛾', '腊', '踢', '蝌', '蜻', '蛹', '蜿', '褡', '蛔', '膜', '膳', '蹒', '腌', '蹭', '踉', '膊', '蜉', '蹙', '蹲', '蚯', '蜀', '螳', '腼', '蝙', '蚤', '踊', '脯', '膈', '膘', '螃', '褴', '踱', '蹂', '蝈', '蚝', '蛐', '蝻', '腚', '蚶', '蹑', '脍', '蛎', '腺', '蚣', '褓', '蜴', '胝', '蟀', '躇', '脔', '蠖', '蜮', '蹰', '蜊', '螈', '螂', '踞', '蜢', '螅', '躅', '腴', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '踵', '蹼', '蚓', '蟆', '蟥', '腆', '蝠', '蛭', '褛', '腑', '膺', '躏', '蹶', '蹴', '蜃']",195,"['咿', '咤', '嚯', '阮', '璐', '植', '癞', '瞅', '咋', '熙', '肩', '鞍', '骑', '奎', '扭', '疽', '糊', '椿', '痱', '扣', '潍', '榜', '届', '瑞', '趁', '缛', '咫', '潞', '憧', '骏', '骗', '簧', '鞘', '辅', '邀', '嵩', '臃', '邻', '璨', '鄂', '肘', '梅', '嬗', '饴', '屉', '勉', '傲', '妻', '婶', '嗄', '妳', '砸', '砾', '骆', '歇', '寿', '磕', '咂', '咄', '媲', '瘪', '咛', '疯', '咕', '邦', '椁', '殚', '朲', '婴', '烧', '批', '婀', '瘴', '悠', '痨', '糕', '辋', '檫', '殉']",葚,腴,菸,檫
301,烧,火,5.137743015719267,"('火', '灬')","[163, 225, 100]",3,163,309,90,"['烦', '炕', '烤', '烟', '煤', '炒', '炮', '炬', '烽', '烬', '熄', '炼', '烛', '炖', '烘', '烫', '烩', '炊', '熔', '烙', '炉', '炭', '烂', '煅', '熨', '燮', '炷', '炫', '燎', '炎', '煲', '煸', '炸', '煊', '燥', '煌', '炯', '煽', '炳', '烁', '炙', '炽', '煨', '燻', '熵', '炆', '烷', '熠', '烊', '烃', '烯']",51,"['灾', '焊', '灵', '灸', '灿', '灯', '灭', '灶', '灼', '灰', '焰', '焚', '焖', '焗', '焕', '焙']",16,"['簪', '痛', '砧', '繁', '绿', '病', '痕', '磕', '瘤', '疲', '瘫', '疯', '矿', '疾', '糖', '糨', '瑟', '磁', '破', '疼', '糟', '糕', '石', '疡', '糜', '瞎', '瞳', '疥', '糗', '瘪', '磊', '瑕', '璐', '痨', '瘦', '璜', '砂', '砾', '痤', '磨', '砸', '疫', '疝', '磷', '痧', '瞩', '糠', '症', '痂', '疚', '痞', '砌', '瑜', '痴', '瞿', '瞅', '痰', '瞒', '瀑', '瞪', '瑶', '砚', '砒', '砖', '瘾', '痦', '瘢', '糊', '犁', '簇', '痉', '疗', '瞬', '痿', '瑭', '磺', '痩', '瞟', '疙', '痘', '疖', '磅', '瞥', '玷', '瞌', '疮', '痢', '痔', '糯', '瘘', '研', '糙', '瑰', '疟', '簿', '犀', '砍', '矽', '瘟', '瘴', '砷', '痹', '疤', '瞧', '痒', '璀', '瘸', '糅', '瞻', '疱', '瞄', '璞', '瑞', '砝', '犒', '犄', '瘠', '疵', '瞠', '簸', '痱', '痊', '矗', '瞑', '矍', '痣', '磐', '疹', '磋', '砰', '犟', '砣', '簧', '糍', '砹', '糁', '疽', '疸', '瘩', '璃', '痫', '矾', '瞰', '瀛', '瘌', '璨', '疳', '犊', '瑚', '痪', '瀚', '瑙', '砭', '砺', '瀣', '砥', '瘁', '痍']",158,"['妈', '肝', '擤', '寇', '操', '崛', '赎', '奖', '阙', '寝', '缨', '邂', '零', '术', '阮', '赋', '嗷', '雀', '梅', '咎', '嘚', '寅', '嗄', '辆', '臆', '蓿', '肱', '婴', '朗', '蓟', '垠', '赴', '蜗', '妳', '葩', '她', '舵', '咱', '腊', '圆', '圈', '趋', '邹', '察', '朝', '懂', '蝈', '射', '勺', '肪', '蹭', '董', '奢', '咳', '噢', '蝗', '悲', '妃', '殇', '殆', '妪', '勉', '蹉', '噙', '饪', '褴', '妻', '膨', '殚', '婢', '噗', '寓', '肢', '蟹', '阻', '妍', '蜻', '咋', '寸', '潦']",煤,瞒,焰,赴
302,肘,月,1.4438554716444223,"('月',)","[57942, 246]",2,57942,30,115,"['肤', '肝', '肥', '肚', '股', '肿', '肴', '肖', '育', '肾', '肠', '肢', '肯', '肩', '肮', '肱', '肌', '肺', '肋', '肛', '肽', '肪', '肓']",23,"['胡', '脑', '胸', '背', '胶', '脱', '胜', '胭', '腱', '膝', '胚', '腹', '胀', '腾', '朝', '腓', '脆', '胆', '胎', '脾', '腋', '脚', '脸', '胼', '脊', '胁', '朋', '腔', '臂', '脖', '腰', '胃', '腿', '腮', '胳', '朗', '望', '腥', '脐', '臆', '朦', '腻', '胫', '臊', '膏', '胖', '臃', '脉', '膀', '朔', '脂', '脓', '腭', '胯', '脏', '膨', '膛', '腕', '胴', '腊', '胰', '臀', '膜', '膳', '腌', '膊', '胞', '腼', '朕', '脯', '膈', '膘', '胥', '腚', '脍', '腺', '胝', '胄', '胺', '胱', '腴', '胧', '胛', '腆', '腑', '膺']",86,"['肉', '肏']",2,"['骝', '雀', '嘘', '梭', '屋', '朽', '蒸', '褴', '踵', '橹', '舵', '骄', '峨', '憎', '蓄', '悦', '死', '蠕', '蕉', '儒', '舱', '赝', '犒', '嘻', '蛀', '邋', '饭', '阂', '娠', '莞', '槃', '石', '烃', '熵', '蜊', '那', '垃', '糙', '屑', '嗳', '咣', '蜮', '蹭', '趴', '砂', '穗', '嘈', '妯', '痰', '嫉', '慵', '葛', '属', '雳', '蚍', '垩', '葩', '扮', '烟', '缈', '套', '憧', '辖', '藿', '疸', '屌', '绿', '煲', '娓', '嗅', '襁', '批', '烷', '饱', '攸', '妥', '糨', '蚪', '垦', '骋', '蟒', '槌', '骑', '嘹', '嫡', '螅', '潇', '赔', '富', '疳', '悄', '咳', '矍', '白']",肥,肉,腿,屋
303,阎,门,0.6320693310513549,"('門', '门')","[33443, 236]",2,33443,22,28,"['阁', '阅', '阐', '阔', '阙', '阉', '阀', '阑', '阈', '阂', '阄']",11,"['闷', '闲', '闸', '闹', '闺', '闰', '闪', '闩', '闾', '闯', '闻', '闵']",12,"['阻', '阵', '防', '阴', '阿', '阶', '阪', '阮', '阱']",9,"['疥', '寨', '圾', '嘛', '蟠', '殿', '蝙', '瑚', '擂', '糖', '圆', '胁', '蜃', '崔', '疸', '赶', '蝮', '饪', '檐', '缅', '砾', '踩', '妒', '屐', '嗄', '咛', '薰', '蔗', '褂', '蓉', '妪', '妾', '煤', '膳', '骥', '燕', '获', '榔', '饯', '扎', '究', '簪', '辆', '跻', '瘟', '砒', '骆', '蓑', '嘎', '攥', '搅', '妍', '椴', '富', '蹟', '腕', '咧', '砧', '勺', '娥', '蓄', '躇', '娘', '疤', '嚼', '炮', '磋', '缠', '糕', '屋', '肽', '蟹', '莨', '槌', '妩', '妥', '扩', '病', '癔', '嫌', '褛', '儒', '娆', '螂', '寰', '蟥', '嘲', '蜢', '襟', '崴', '扁', '懦', '脔', '奄', '腱', '缮', '糅', '犁', '莽', '歇']",阑,阪,闵,饪
