,Character,Radical,CharFreq,Radicals,TokenIDs,Length,First,Token_family,Radical_family,List_both,Both_len,List_radical,Radical_len,List_token,Token_len,List_neither,Pair_both,Pair_token,Pair_radical,Pair_neither
10,雕,隹,3.6909772521960824,"('隹',)","[25132, 243]",2,25132,10,13,"['雍', '雏', '雌', '雇', '雀', '雁']",6,"['隼', '隽']",2,"['雾', '雹', '雳']",3,"['朲', '歼', '胁', '缝', '矾', '邂', '蹄', '蠕', '殷', '圪', '殴', '犟', '骂', '屄', '臆', '臂', '赳', '骷', '穆', '勿', '缄', '缮', '赘', '缱', '缴', '隋', '阙', '熵', '圃', '圾', '臊', '屈', '穗', '胝', '骜', '赔', '炬', '屑', '缰', '臼', '赅', '邓', '趟', '髦', '隙', '缔', '髅', '缨', '屎', '骰', '缛', '矽', '阄', '殇', '骶', '骄', '犒', '缈', '勋', '缎', '髓', '赌', '殄', '勃', '阔', '缥', '殡', '骆', '邃', '阑', '隅', '赚', '瑜', '犸', '朔', '屠', '殆', '阎', '缕', '臃', '缆', '骡', '玷', '邸', '烁', '缢', '邀', '阀', '缶', '朦', '矍', '邱', '邢']",雇,雾,隽,骄
11,勾,勹,3.3222804289775105,"('勹',)","[53508, 122]",2,53508,7,9,"['勿', '勺']",2,"['匀', '匈', '匆', '匍', '匐']",5,"['勘', '勃', '勉', '勋']",4,"['阈', '雳', '朽', '殴', '骁', '矍', '阔', '殄', '隙', '阎', '赅', '殉', '臂', '缆', '屿', '圄', '缅', '犄', '蹄', '犒', '雌', '骗', '烁', '缤', '殡', '髦', '臼', '缎', '邓', '矽', '歃', '缱', '赌', '骥', '阙', '邂', '缥', '矾', '缛', '赚', '阀', '缭', '臃', '朔', '骸', '骂', '赡', '歇', '阂', '髋', '隽', '邃', '缔', '蟥', '缝', '犟', '蠖', '赘', '煌', '缨', '趋', '雾', '赝', '阱', '臾', '骤', '胝', '穗', '邱', '阮', '赊', '殷', '殃', '屁', '蠕', '殚', '缮', '邸', '雁', '骷', '圾', '赔', '髌', '臊', '雍', '阉', '朲', '髅', '朴', '赴', '髻', '阄', '骜', '骛', '屑', '炭', '蝼']",勿,勃,匀,缤
12,穆,禾,2.6586148288307894,"('禾',)","[33354, 228]",2,33354,4,38,['穗'],1,"['秉', '稠', '稀', '秃', '稚', '秽', '秩', '秧', '秤', '稽', '稻', '秆', '稣', '稔', '秸', '稷', '稞', '稼']",18,"['穷', '穹']",2,"['圄', '屄', '缤', '赅', '雍', '殓', '烁', '赴', '圪', '蠖', '雏', '隙', '骄', '殃', '歼', '骐', '缴', '骡', '缮', '髅', '赳', '隋', '雾', '歉', '邂', '屑', '殚', '缶', '骶', '赝', '跻', '缜', '屡', '骤', '邵', '骼', '臊', '蟥', '朽', '骂', '缥', '蹄', '缅', '屁', '趁', '蠕', '赠', '缎', '勺', '雕', '隘', '髦', '骆', '缰', '邱', '勃', '缔', '腌', '阀', '屎', '朔', '赋', '缄', '炭', '臾', '骚', '雌', '缪', '殡', '缭', '缀', '趾', '髓', '雳', '屐', '雁', '胝', '勿', '烽', '趔', '邓', '赐', '歹', '髻', '圃', '歃', '屉', '隼', '勋', '阎', '雇', '赘', '圾', '赌', '蠢', '殴', '勉', '阮', '殷']",穗,穹,稼,殡
13,雏,隹,1.0862022685914283,"('隹',)","[25132, 237]",2,25132,10,13,"['雍', '雕', '雌', '雇', '雀', '雁']",6,"['隼', '隽']",2,"['雾', '雹', '雳']",3,"['邂', '瑜', '朽', '朔', '骝', '骂', '屁', '烽', '犟', '缥', '缜', '圄', '骄', '殇', '髅', '骤', '犷', '熵', '屐', '赴', '殓', '阂', '胁', '赳', '蹄', '殚', '趔', '穗', '蚌', '髑', '勿', '邀', '蠖', '歹', '犁', '勺', '朕', '歇', '圃', '犒', '蟥', '缪', '歃', '髻', '隋', '穹', '缀', '骚', '歼', '赌', '臼', '穆', '玷', '阀', '赎', '邻', '阱', '缱', '趟', '勃', '矾', '赅', '骥', '骛', '缸', '犄', '屡', '赊', '臂', '勘', '缉', '犊', '朲', '朦', '臆', '阉', '趄', '矽', '赚', '圪', '阙', '屹', '骸', '赝', '勋', '骷', '阑', '缨', '缔', '臾', '犸', '蠕', '赠']",雁,雳,隽,朽
14,缜,纟,-0.39809235377875135,"('糸', '纟')","[25906, 250]",2,25906,26,111,"['缆', '缱', '缠', '缉', '缕', '缅', '缔', '缴', '缄', '缤', '缝', '缥', '缰', '缭', '缀', '缪', '缎', '缢', '缈', '缮', '缚', '缨', '缛']",23,"['纺', '纠', '绉', '绅', '绳', '纤', '绰', '绕', '绵', '绮', '纬', '纷', '绣', '绚', '综', '绞', '绸', '绶', '绨', '纲', '纽', '纱', '绑', '纵', '绽', '纾', '绘', '绀', '纹', '绯', '绥', '绊', '纰', '绒', '绦', '绷', '绪', '绢', '绻', '纶', '纭', '纫', '绎', '绔', '纣', '绌']",46,"['缶', '缸']",2,"['骚', '阑', '勿', '阱', '赳', '屡', '犸', '隅', '犀', '屑', '臊', '赃', '赡', '骛', '赂', '朕', '髓', '穷', '骗', '臼', '歃', '髌', '穹', '朴', '赐', '阄', '熵', '骶', '赅', '殷', '邓', '赋', '阙', '犷', '臂', '歇', '雾', '骜', '瑜', '蚌', '骄', '犊', '蠢', '殡', '赔', '歹', '矗', '雇', '趁', '趄', '殆', '隙', '赚', '髅', '烽', '蠖', '臃', '雌', '赌', '矽', '隧', '骂', '趴', '朲', '臾', '穗', '雹', '炬', '殴', '骰', '屿', '阁', '阀', '雍', '邂', '雳', '矾', '髻', '骡', '殚', '雀', '勘', '隘', '骷', '殇', '阉', '歉', '雕', '邸', '殓']",缰,缶,绥,骛
15,屠,尸,3.0630450678346155,"('尸',)","[23602, 254]",2,23602,13,27,"['屈', '屑', '屁', '屡', '屐', '屉', '屎', '屌', '屄']",9,"['尸', '尹', '尻']",3,"['屹', '屿']",2,"['犸', '阱', '腌', '邢', '穗', '殇', '阙', '烁', '阈', '邻', '趟', '臼', '犒', '穷', '雌', '缜', '烽', '跻', '雁', '骛', '矾', '歉', '缆', '赝', '殉', '缝', '雀', '赋', '阮', '殷', '熵', '缸', '殚', '蹄', '殃', '骚', '赘', '赐', '缅', '缶', '臀', '朽', '骥', '趔', '缰', '赴', '骸', '邂', '雇', '阑', '勿', '隧', '矍', '臊', '缀', '阐', '胁', '圄', '赃', '圪', '隼', '缚', '朲', '殒', '瑜', '歃', '殄', '隙', '煌', '胝', '缤', '赠', '髻', '缥', '髑', '臆', '骼', '赁', '玷', '犟', '雏', '炭', '髌', '殓', '蠢', '雾', '赎', '蚌', '阀', '骂', '阂', '雹', '勋']",屌,屿,尹,缀
16,骚,马,3.674831238387877,"('馬', '马')","[101805, 248]",2,101805,21,35,"['骄', '骆', '骗', '骂', '骁', '骥', '骐', '骡', '骏', '骤', '骝', '骋', '骜', '骛']",14,"['驳', '驽', '驻', '驮', '驯', '驴', '驹', '驼', '驰', '驸', '驷', '驭', '驿']",13,"['骸', '骰', '骶', '骷', '骼']",5,"['瑜', '炬', '屈', '屄', '朕', '犁', '赴', '雇', '隼', '臼', '臆', '屹', '赅', '阮', '雏', '隽', '屐', '殇', '犀', '朲', '缉', '赃', '圾', '缰', '蠖', '赔', '圪', '雌', '邻', '髅', '胁', '犄', '阔', '赋', '阂', '赳', '臾', '蝼', '赡', '隙', '邵', '赘', '隋', '勘', '趾', '臀', '炭', '缥', '缨', '圃', '矾', '勿', '胝', '缜', '髑', '蚌', '缈', '雍', '雕', '屁', '缸', '赌', '犊', '缄', '穹', '殄', '缪', '趋', '勺', '邃', '缶', '邱', '犒', '屉', '殴', '熵', '殃', '矗', '缠', '趴', '勾', '殡', '雾', '阙', '趔', '邸', '烁', '髦', '歇', '缀']",骜,骶,驸,赳
17,蠢,虫,3.9398774434444293,"('虫',)","[164, 254, 95]",3,164,11,97,"['蝼', '蠕', '蚌', '蠖', '蟥']",5,"['蛰', '蟠', '蚀', '蜈', '蜂', '蚕', '蝎', '蜥', '蚍', '虱', '虹', '蟋', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蛙', '虾', '蜷', '蛤', '蝰', '蟒', '蝉', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蜗', '蝾', '蟑', '蚱', '蝇', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蟆', '蝠', '蛭', '蜃']",83,"['胁', '蹄', '跻', '腌', '胝']",5,"['缴', '犸', '邵', '犒', '邓', '缱', '骛', '殆', '歇', '赎', '骝', '邸', '屎', '朲', '髌', '殡', '隅', '赐', '阑', '赅', '屑', '邀', '趾', '趋', '缀', '邃', '雇', '隼', '屄', '矾', '赂', '穹', '犁', '赌', '朴', '赃', '朕', '殒', '臊', '朽', '殉', '朔', '骄', '缨', '阔', '缢', '勉', '穷', '骷', '缭', '圪', '炭', '熵', '屡', '阁', '阮', '矗', '赊', '缝', '缔', '臂', '雁', '勾', '趴', '隽', '歉', '圄', '雳', '殃', '趔', '阐', '骗', '矍', '勘', '勿', '骏', '赔', '阙', '雕', '缚', '殷', '骡', '髋', '雹', '髓', '殚', '邱', '隘', '圃', '雀', '骂', '圾', '瑜', '缄', '歃', '殇', '煌']",蚌,跻,蜴,臊
18,雌,隹,1.5509609826751245,"('隹',)","[25132, 234]",2,25132,10,13,"['雍', '雕', '雏', '雇', '雀', '雁']",6,"['隼', '隽']",2,"['雾', '雹', '雳']",3,"['缴', '缅', '勋', '隘', '缕', '玷', '殉', '缮', '矾', '勘', '勉', '屑', '屌', '阱', '屈', '炭', '勿', '屿', '屁', '殴', '髋', '殷', '骰', '阑', '胁', '屉', '缭', '赝', '蹄', '阐', '犁', '煌', '缠', '殓', '骚', '骏', '屠', '赡', '炬', '殃', '犷', '赔', '勾', '隧', '缪', '穹', '腌', '犟', '邂', '圃', '骥', '阙', '缎', '蠕', '骐', '赅', '趟', '臂', '阈', '殆', '趔', '穗', '赐', '犸', '阮', '髦', '缀', '阂', '赴', '缉', '勺', '蠢', '赘', '骤', '缝', '趋', '骗', '缈', '缛', '缶', '趄', '臼', '阔', '犊', '骄', '缜', '朦', '犄', '犒', '趾', '殄', '烁', '趴']",雍,雳,隽,殷
19,朽,木,1.4725867296849033,"('木',)","[4916, 121]",2,4916,6,210,"['朴', '朲']",2,"['枯', '橘', '橡', '楷', '柩', '枕', '椿', '柿', '桎', '栋', '榴', '枫', '榛', '棍', '栈', '栗', '梳', '栅', '杏', '桨', '樵', '杵', '槌', '棕', '槟', '柬', '樘', '棉', '橄', '樱', '椒', '椎', '栽', '梵', '棺', '栖', '橙', '槐', '槛', '楔', '榄', '杆', '梓', '杠', '柑', '柯', '樟', '枢', '樽', '榨', '柺', '梗', '椰', '樊', '桩', '柚', '栓', '桔', '榻', '杖', '枣', '橱', '杭', '榔', '枷', '檫', '桡', '梭', '桦', '棵', '楞', '棱', '桁', '杪', '棠', '枸', '橇', '棘', '椭', '枉', '柠', '槽', '椽', '桶', '桅', '楠', '檀', '柒', '栀', '桀', '槃', '榕', '桉', '榆', '楸', '桖', '榎', '栎', '橹', '椁', '椴', '槲', '梧', '杞', '栩', '杳', '棂', '桠', '梏', '桓', '楂', '梢', '枭', '楣', '榈', '槁', '檬', '栌', '檐', '榷', '杈', '楦', '梆', '榭', '榉', '枥']",126,"['朦', '朔', '朕']",3,"['臂', '犄', '矾', '阙', '圃', '缮', '屿', '瑜', '殒', '阐', '髦', '骏', '矍', '髋', '赃', '缤', '骋', '阀', '犟', '臃', '犀', '赁', '赡', '邃', '骡', '缜', '雹', '赂', '犷', '屈', '屡', '矗', '雇', '隧', '趾', '缈', '蠢', '缶', '髅', '阁', '骸', '趋', '胝', '缨', '赌', '玷', '殓', '赎', '髑', '臼', '勋', '雏', '缥', '屑', '骛', '雾', '屠', '屄', '屉', '隋', '骝', '勾', '勘', '趟', '殚', '穗', '赴', '穷', '隙', '缭', '缢', '缝', '骗', '缚', '穆', '趄', '骤', '缰', '阑', '邱', '殃', '阮', '勉', '歼', '骰', '屎', '缉', '邸', '殴', '矽', '缆', '阱', '屁', '穹', '赝', '缸', '殆']",朴,朦,枯,犀
20,屹,山,0.35914189850251976,"('山',)","[23602, 117]",2,23602,13,42,['屿'],1,"['峡', '崩', '嵌', '巅', '峙', '岔', '嵩', '巍', '岬', '崽', '岂', '崔', '峨', '崭', '崛', '岚', '崴', '岐', '峭', '嶙', '岑', '崖', '岘', '岌', '岭', '岖', '峦', '嶂', '峋']",29,"['屠', '屈', '屑', '屁', '屡', '屐', '屉', '屎', '屌', '屄']",10,"['缢', '缨', '髦', '缥', '隽', '勉', '圪', '雏', '髻', '勃', '骚', '朲', '趁', '赐', '煌', '臂', '邻', '腌', '炬', '臆', '阂', '骶', '烁', '骏', '穹', '勺', '勿', '缅', '赋', '邵', '犒', '隙', '朴', '雳', '犀', '臃', '臀', '邀', '臊', '阉', '歼', '骝', '缔', '殚', '赂', '缈', '邃', '骐', '阑', '朔', '朦', '骡', '骤', '朽', '矗', '髌', '缠', '骗', '蠕', '赳', '赊', '矽', '犁', '骰', '趴', '缪', '犸', '赃', '殒', '赴', '赝', '缶', '隋', '阁', '邸', '穷', '缰', '烽', '髑', '缀', '胁', '阐', '臼', '殓', '缎', '赎', '玷', '骼', '雾', '殡', '骋', '殆', '臾', '缸']",屿,屌,崭,赎
21,炬,火,1.5436185713968067,"('火', '灬')","[163, 7644]",2,163,8,90,"['烽', '炭', '煌', '烁', '熵']",5,"['灾', '炕', '焊', '烤', '灸', '炒', '烬', '熄', '炼', '灿', '烛', '炖', '烘', '烫', '烩', '炊', '熔', '烙', '灶', '灼', '烂', '煅', '熨', '焰', '燮', '炷', '炫', '燎', '煲', '煸', '煊', '燥', '焚', '炯', '煽', '炳', '焖', '炙', '炽', '煨', '焗', '焕', '燻', '炆', '烷', '熠', '焙', '烊', '烃', '烯']",50,"['瑜', '玷']",2,"['雍', '矽', '勾', '骰', '缅', '邢', '腌', '歼', '臊', '骗', '赠', '骝', '髻', '胝', '缔', '阎', '阮', '雌', '歹', '阄', '缄', '屄', '犟', '屡', '阀', '勿', '赎', '阑', '趾', '殃', '雇', '赊', '骐', '缸', '穆', '邓', '骸', '赃', '阈', '缰', '雏', '骂', '邂', '矾', '骚', '朦', '邱', '阁', '缢', '朲', '缆', '赝', '圄', '屑', '髌', '矍', '屿', '朔', '赡', '赴', '邵', '殴', '雳', '蠢', '赐', '犀', '臆', '殓', '邀', '骁', '矗', '隋', '趟', '隅', '臂', '缈', '骋', '髓', '骜', '胁', '雀', '阱', '蠕', '殉', '殚', '骥', '勉', '勋', '缨', '缮', '缪', '隼', '隘', '趋', '蚌']",烁,玷,煸,朔
