,Character,Radical,CharFreq,Radicals,TokenIDs,Length,First,Token_family,Radical_family,List_both,Both_len,List_radical,Radical_len,List_token,Token_len,List_neither,Pair_both,Pair_token,Pair_radical,Pair_neither
10,缜,纟,-0.39809235377875135,"('糸', '纟')","[11337, 250]",2,11337,25,111,"['缆', '缱', '缠', '缉', '缕', '缅', '缔', '缄', '缤', '缝', '缥', '缰', '缭', '缀', '缪', '缎', '缢', '缈', '缮', '缚', '缨', '缛']",22,"['纺', '绉', '绅', '绳', '纤', '绰', '绵', '绮', '绣', '绚', '绞', '绸', '绶', '绨', '纱', '绽', '纾', '绀', '绯', '绥', '绊', '纰', '绒', '绦', '绷', '绢', '绻', '纶', '纭', '纫', '绎', '绔', '纣', '绌']",34,"['缶', '缸']",2,"['圄', '屡', '圭', '犊', '骐', '犸', '骶', '雌', '阂', '矾', '屉', '髓', '臆', '阙', '犒', '骛', '矽', '髑', '朴', '邹', '臼', '邸', '阮', '髦', '雾', '犄', '雁', '髅', '邂', '骷', '朲', '阀', '髌', '勾', '臊', '隧', '邓', '骸', '隼', '隘', '隽', '隅', '犷', '邢', '屌', '圃', '阎', '髻', '骆', '雳', '阄', '勺', '阑', '矍', '邃', '犁', '臂', '勘', '屠', '髋', '骜', '屄', '阈', '朵', '阉', '矗', '邱', '朦', '雹', '朽', '骋', '屑', '骡', '屎', '隙', '邋', '阔']",缪,缸,绮,隘
11,屠,尸,3.0630450678346155,"('尸',)","[4072, 254]",2,4072,11,27,"['屈', '屑', '屡', '屐', '屉', '屎', '屌', '屄']",8,"['尹', '尻']",2,"['屹', '屿']",2,"['隋', '隘', '犁', '雁', '阮', '骜', '骸', '犟', '缅', '阀', '臊', '臃', '缆', '犀', '阂', '矾', '圭', '缪', '朴', '犒', '骆', '缄', '缶', '髻', '邸', '勋', '圃', '朲', '缀', '缸', '阎', '缢', '矽', '髅', '阱', '邱', '缕', '雌', '犷', '隧', '邂', '雳', '隅', '矗', '犊', '邃', '缭', '圄', '犸', '雏', '雾', '骂', '勺', '矍', '骡', '阄', '缔', '骛', '勘', '缥', '缛', '雹', '勃', '骄', '阑', '髓', '骋', '邵', '邢', '缰', '勉', '缠', '阙', '臂', '阐', '阈', '缚', '骼', '朕', '勾', '缮', '髑', '缝', '缉', '骶', '圪', '缎', '雇', '骐', '缨']",屎,屿,尹,雾
12,雌,隹,1.5509609826751245,"('隹',)","[5546, 234]",2,5546,8,13,"['雍', '雏', '雇', '雁']",4,"['隼', '隽']",2,"['雾', '雹', '雳']",3,"['臼', '圪', '朽', '勘', '骏', '臊', '隘', '屐', '缚', '髌', '缔', '邂', '缎', '阮', '朵', '隋', '圭', '缮', '屄', '屈', '屿', '髑', '矾', '缭', '勃', '屎', '朔', '臾', '阙', '朴', '隙', '骡', '缤', '缝', '缛', '缸', '屡', '髋', '缈', '缄', '勉', '臂', '缪', '矗', '犊', '阑', '缨', '邸', '臆', '矍', '骶', '阔', '邢', '缠', '圄', '缆', '阱', '邓', '骜', '犀', '屠', '犸', '邃', '缀', '勺', '缜', '缕', '矽', '勾', '邱', '骷', '缥', '髅', '阎', '骁', '缰', '邋', '骆', '骥', '骋', '缅', '屌', '阈', '骄', '屹', '阂', '缱', '勋', '缢', '犒', '臃', '犟']",雁,雳,隽,隙
13,朽,木,1.4725867296849033,"('木',)","[985, 121]",2,985,7,210,"['朴', '朵', '朲']",3,"['枯', '橘', '橡', '楷', '柩', '枕', '椿', '柿', '桎', '榴', '枫', '榛', '棍', '栈', '梳', '栅', '桨', '樵', '杵', '槌', '棕', '槟', '柬', '樘', '棉', '橄', '樱', '椎', '栽', '梵', '棺', '栖', '橙', '槐', '槛', '楔', '榄', '梓', '杠', '柑', '柯', '樟', '枢', '樽', '椅', '榨', '柺', '桐', '梗', '椰', '樊', '桩', '柚', '栓', '桔', '榻', '杖', '枣', '橱', '榔', '枷', '檫', '桡', '梭', '桦', '棵', '楞', '棱', '桁', '杪', '棠', '枸', '橇', '棘', '椭', '枉', '柠', '椽', '桅', '楠', '檀', '柒', '栀', '桀', '槃', '榕', '桉', '榆', '楸', '桖', '榎', '栎', '椁', '椴', '槲', '梧', '杞', '栩', '杳', '棂', '桠', '梏', '桓', '楂', '梢', '枭', '楣', '榈', '槁', '檬', '栌', '檐', '榷', '杈', '楦', '梆', '榭', '榉', '枥']",119,"['朦', '朔', '朕']",3,"['邃', '髅', '缜', '缉', '雁', '屈', '骶', '阈', '缄', '缥', '邱', '缱', '骋', '隽', '缢', '圄', '臊', '髓', '缅', '骆', '臂', '缆', '隅', '勾', '雏', '臼', '圪', '勋', '邵', '矾', '隧', '骛', '骐', '阑', '髦', '臆', '缝', '屄', '缎', '阎', '缮', '缈', '屑', '圭', '骄', '阮', '屿', '缶', '骁', '勉', '骥', '邓', '犟', '雹', '雳', '勃', '缔', '犷', '犸', '骼', '缤', '缚', '邸', '臾', '邋', '阙', '勘', '雇', '犁', '缛', '犀', '缪', '圃', '犒', '屌', '髋', '骝', '矽', '骸', '臃', '缠', '骜', '阐', '雌', '缰', '隋', '缕', '隘', '犄', '屡', '阂', '髻', '勺', '骷']",朵,朦,棉,屈
14,屹,山,0.35914189850251976,"('山',)","[4072, 117]",2,4072,11,42,['屿'],1,"['崩', '嵌', '巅', '峙', '峻', '岔', '嵩', '巍', '崇', '岬', '崽', '岂', '崔', '峨', '崭', '崛', '岚', '崴', '岐', '峭', '嶙', '岑', '崖', '岘', '岌', '岖', '峦', '嶂', '峋']",29,"['屠', '屈', '屑', '屡', '屐', '屉', '屎', '屌', '屄']",9,"['阂', '骷', '朴', '邢', '邱', '矽', '勾', '骏', '邓', '阑', '缛', '缠', '矍', '缤', '缝', '髋', '骛', '臾', '隋', '朵', '邋', '缢', '缎', '缄', '骸', '缅', '隙', '勃', '邃', '骼', '阀', '臼', '阙', '圭', '骆', '雍', '缨', '缮', '缀', '犄', '犷', '阄', '犟', '雳', '犸', '阔', '隽', '缈', '缪', '勺', '隅', '圪', '犁', '雹', '雇', '朔', '邂', '臆', '臂', '朦', '骄', '缭', '髓', '阐', '骝', '髌', '矗', '阮', '勋', '缉', '勘', '骋', '阉', '犊', '隼', '圃', '阎', '隧', '缜', '矾', '骡', '髻', '雌', '髑', '缕', '骶', '缶', '骜', '缆', '犒', '朽', '骥']",屿,屌,崭,邂
15,缕,纟,1.9022866148372402,"('糸', '纟')","[11337, 243]",2,11337,25,111,"['缆', '缱', '缠', '缉', '缜', '缅', '缔', '缄', '缤', '缝', '缥', '缰', '缭', '缀', '缪', '缎', '缢', '缈', '缮', '缚', '缨', '缛']",22,"['纺', '绉', '绅', '绳', '纤', '绰', '绵', '绮', '绣', '绚', '绞', '绸', '绶', '绨', '纱', '绽', '纾', '绀', '绯', '绥', '绊', '纰', '绒', '绦', '绷', '绢', '绻', '纶', '纭', '纫', '绎', '绔', '纣', '绌']",34,"['缶', '缸']",2,"['矗', '骁', '朵', '屎', '邱', '阄', '邵', '阀', '矍', '隽', '雁', '屹', '朔', '朽', '骶', '勾', '骛', '屌', '隼', '髓', '雏', '屈', '屐', '臾', '圪', '勺', '邓', '勃', '臂', '髑', '骸', '雾', '犁', '雌', '朕', '雍', '髋', '骂', '臊', '邃', '臼', '圭', '勘', '髦', '矾', '犟', '骼', '骜', '圄', '隋', '屡', '犀', '骄', '邹', '髻', '圃', '骏', '阎', '雹', '隙', '屿', '犸', '矽', '朦', '骝', '隅', '犄', '骋', '雳', '邂', '勋', '屉', '骥', '隧', '骐', '阑', '阈', '骷', '朲', '屑']",缅,缸,绷,圭
16,缅,纟,1.6099377874757514,"('糸', '纟')","[11337, 227]",2,11337,25,111,"['缆', '缱', '缠', '缉', '缜', '缕', '缔', '缄', '缤', '缝', '缥', '缰', '缭', '缀', '缪', '缎', '缢', '缈', '缮', '缚', '缨', '缛']",22,"['纺', '绉', '绅', '绳', '纤', '绰', '绵', '绮', '绣', '绚', '绞', '绸', '绶', '绨', '纱', '绽', '纾', '绀', '绯', '绥', '绊', '纰', '绒', '绦', '绷', '绢', '绻', '纶', '纭', '纫', '绎', '绔', '纣', '绌']",34,"['缶', '缸']",2,"['矽', '阉', '矍', '骷', '犷', '髻', '骶', '阔', '臾', '邓', '朲', '隽', '圪', '屉', '犁', '屎', '勺', '臆', '邱', '隧', '骏', '骡', '骥', '骸', '阎', '臂', '髅', '邢', '阐', '雏', '屠', '勉', '勃', '屐', '雁', '髌', '骋', '圃', '髓', '骁', '阱', '骜', '朽', '邸', '雳', '邵', '朔', '犒', '邃', '阑', '朕', '犊', '邹', '骐', '屈', '髑', '勾', '朴', '骼', '屑', '屌', '矾', '圄', '臊', '邋', '隙', '阈', '雇', '雹', '犄', '骝', '屹', '阄', '雾', '髦', '屄', '骄', '骂', '犸']",缄,缸,纫,骁
17,邓,阝,2.642579690241552,"('邑', '阜', '阝')","[8867, 241]",2,8867,9,68,"['邹', '邸', '邢', '邵', '邱']",5,"['陨', '鄙', '隋', '郊', '隙', '陋', '陡', '郡', '陀', '郁', '郝', '陛', '隧', '阮', '隅', '郴', '鄂', '陲', '阱', '隘', '陇']",21,"['邋', '邂', '邃']",3,"['阔', '缪', '阐', '雇', '骥', '缜', '臃', '朦', '圃', '雁', '骷', '屿', '屐', '屄', '朴', '雍', '骐', '勋', '隽', '缈', '雹', '臂', '屡', '骸', '矾', '犁', '缶', '阈', '缉', '圭', '缚', '骼', '髓', '缱', '缤', '犷', '屈', '朔', '矍', '骡', '勾', '骆', '缆', '缭', '缸', '缕', '骋', '缀', '圪', '缥', '髑', '屠', '勃', '骶', '臼', '臾', '髻', '隼', '犊', '缠', '勘', '犀', '朲', '缅', '朽', '阄', '矗', '屌', '缨', '骏', '骂', '阂', '雳', '雾', '缰', '朵', '雌', '犄', '臆', '矽', '勉', '阎', '髋', '髦', '朕', '缄']",邹,邃,陡,阎
18,屈,尸,3.8281042957545766,"('尸',)","[4072, 230]",2,4072,11,27,"['屠', '屑', '屡', '屐', '屉', '屎', '屌', '屄']",8,"['尹', '尻']",2,"['屹', '屿']",2,"['犒', '骥', '臂', '阈', '骜', '犷', '阀', '勉', '缸', '臆', '缈', '雏', '髦', '隋', '臊', '矍', '圭', '缆', '犊', '缶', '邱', '矗', '阉', '骄', '犟', '朕', '缪', '邵', '邢', '髻', '矾', '阙', '缕', '骛', '缭', '犄', '骝', '隼', '朽', '缎', '骆', '阎', '缱', '阄', '矽', '骏', '隅', '阮', '邂', '隙', '缢', '缛', '雇', '髅', '臾', '雍', '犁', '缜', '勘', '骼', '缝', '邃', '阱', '阂', '缔', '缄', '髌', '勃', '髋', '缮', '雳', '骶', '圄', '阔', '勋', '缀', '骡', '缤', '邋', '骋', '圃', '邹', '犸', '缠', '朲', '雹', '邓', '圪', '骐', '雾', '雁', '臃']",屉,屿,尹,缀
19,缔,纟,0.47617206526611167,"('糸', '纟')","[11337, 242]",2,11337,25,111,"['缆', '缱', '缠', '缉', '缜', '缕', '缅', '缄', '缤', '缝', '缥', '缰', '缭', '缀', '缪', '缎', '缢', '缈', '缮', '缚', '缨', '缛']",22,"['纺', '绉', '绅', '绳', '纤', '绰', '绵', '绮', '绣', '绚', '绞', '绸', '绶', '绨', '纱', '绽', '纾', '绀', '绯', '绥', '绊', '纰', '绒', '绦', '绷', '绢', '绻', '纶', '纭', '纫', '绎', '绔', '纣', '绌']",34,"['缶', '缸']",2,"['犄', '骡', '骥', '髌', '邋', '勾', '朦', '骷', '骛', '隙', '雏', '臾', '屑', '圪', '臼', '隅', '屉', '邢', '阄', '犊', '朵', '圄', '邹', '雾', '隽', '雇', '勺', '骆', '髦', '骜', '阉', '勃', '骸', '阈', '髑', '犟', '邱', '阔', '阱', '隘', '骄', '阎', '邵', '邓', '臊', '臆', '阀', '圃', '屹', '邂', '屌', '骂', '屎', '勋', '隼', '髋', '雹', '骝', '朲', '骶', '雁', '屈', '圭', '阮', '阙', '骁', '隧', '矽', '朴', '阑', '犁', '矗', '邸', '朕', '阂', '骏', '髅', '矍', '髓', '臃']",缮,缶,绔,骝
20,朴,木,3.0184375468394697,"('木',)","[985, 112]",2,985,7,210,"['朽', '朵', '朲']",3,"['枯', '橘', '橡', '楷', '柩', '枕', '椿', '柿', '桎', '榴', '枫', '榛', '棍', '栈', '梳', '栅', '桨', '樵', '杵', '槌', '棕', '槟', '柬', '樘', '棉', '橄', '樱', '椎', '栽', '梵', '棺', '栖', '橙', '槐', '槛', '楔', '榄', '梓', '杠', '柑', '柯', '樟', '枢', '樽', '椅', '榨', '柺', '桐', '梗', '椰', '樊', '桩', '柚', '栓', '桔', '榻', '杖', '枣', '橱', '榔', '枷', '檫', '桡', '梭', '桦', '棵', '楞', '棱', '桁', '杪', '棠', '枸', '橇', '棘', '椭', '枉', '柠', '椽', '桅', '楠', '檀', '柒', '栀', '桀', '槃', '榕', '桉', '榆', '楸', '桖', '榎', '栎', '椁', '椴', '槲', '梧', '杞', '栩', '杳', '棂', '桠', '梏', '桓', '楂', '梢', '枭', '楣', '榈', '槁', '檬', '栌', '檐', '榷', '杈', '楦', '梆', '榭', '榉', '枥']",119,"['朦', '朔', '朕']",3,"['骡', '雁', '勃', '邂', '缨', '邱', '屈', '阮', '隧', '缤', '勾', '骼', '骝', '矍', '骋', '屑', '髅', '雏', '屡', '屹', '圄', '缎', '髦', '缠', '缮', '邸', '缸', '阄', '臼', '缛', '缉', '缈', '缥', '缱', '骏', '隅', '雍', '缭', '屎', '缕', '骜', '阔', '骄', '圪', '阈', '邵', '阙', '隼', '雇', '臆', '屿', '邓', '阑', '屌', '臾', '雾', '邃', '雹', '缆', '屠', '屉', '缔', '矗', '犷', '隽', '矾', '臂', '阉', '隙', '隋', '缄', '邋', '邹', '髓', '隘', '阐', '缜', '勘', '骆', '雌', '犊', '圭', '髻', '缶', '屐', '阎', '骛', '缰', '骐', '犒', '阂', '矽', '勋']",朲,朕,楸,缛
21,骸,骨,1.115764347485675,"('骨',)","[10151, 116]",2,10151,17,11,"['骶', '骷', '骼']",3,"['髌', '髋', '髑', '髓', '髅']",5,"['骄', '骆', '骂', '骁', '骥', '骐', '骡', '骏', '骝', '骋', '骜', '骛']",12,"['阂', '勉', '臂', '缪', '邃', '朔', '隼', '勋', '阎', '阙', '臆', '朦', '邓', '缮', '朽', '阑', '缉', '屄', '阈', '圃', '屿', '屌', '缜', '缥', '雾', '圪', '臊', '阐', '圭', '犀', '犒', '雏', '缭', '阔', '邋', '雇', '邹', '阉', '屐', '犁', '臼', '邵', '缛', '屎', '缸', '隘', '朲', '雁', '臾', '缈', '屑', '屉', '隅', '朵', '雍', '圄', '缆', '缔', '缱', '犟', '隙', '勾', '朴', '屠', '髻', '阀', '犷', '邱', '缠', '勺', '阮', '矽', '缎', '屡', '雌', '矍', '勃', '邢', '雳', '阱', '缨', '屈', '缅']",骶,骜,髑,矍
22,邂,辶,2.0983982230293243,"('辶',)","[8867, 224]",2,8867,9,81,"['邋', '邃']",2,"['迂', '逾', '遨', '逮', '遐', '遏', '迸', '迄', '逗', '迦', '逞', '遁', '遒', '遴', '逍', '逢', '迭', '逛', '迥', '逝', '遛', '遢', '逅', '迢', '迩']",25,"['邓', '邹', '邸', '邢', '邵', '邱']",6,"['屄', '缰', '雌', '骜', '缕', '臂', '隽', '骶', '阱', '犷', '缠', '屿', '阈', '缄', '缅', '阙', '缎', '髦', '髅', '勾', '臾', '阐', '朔', '髻', '骐', '缚', '勘', '髋', '缭', '骆', '阔', '矍', '勺', '雾', '圭', '臊', '朦', '阀', '矾', '缨', '屌', '缥', '犸', '缆', '缢', '圃', '缮', '阎', '骂', '缸', '朴', '朕', '缀', '圄', '雳', '骸', '雹', '犁', '朲', '阉', '屐', '屉', '屎', '犒', '屡', '雇', '骡', '缤', '隙', '隘', '骷', '髌', '勉', '缛', '骋', '屠', '犊', '缈', '雏', '臆', '犟', '骄', '矗', '朽', '屹', '犄', '缜', '隧', '圪', '阮', '勋', '臼', '雍', '缔']",邋,邱,遢,雳
